5.708036210080716932e-01,5.005380065284146252e-01,6.379080601018204399e-01,1.096158863834619801e+00,1.000491430045921115e+00
9.912066307551509192e-01,1.302668269299642523e+00,-1.731470912601281165e-01,8.294250234380784459e-01,6.673490143635827376e-01
1.221425163694176863e+00,1.400943466776309876e+00,3.403678903371281095e-01,5.125651586960207062e-01,9.808570677594229403e-01
7.229360288527345579e-01,1.331172937346128737e+00,5.471913937358042768e-01,1.523120022100674376e-01,4.874413473660293983e-01
2.618140533815446203e-01,4.489853383498940698e-01,2.035582158383732743e-01,6.553907018063714895e-01,-9.314725213796583303e-02
9.700465038094440162e-01,5.005622038916299754e-01,1.038654145055030176e+00,1.127237631572822973e+00,1.220768100436626424e+00
1.637880403152006892e+00,5.526862097969961196e-01,1.095777025450269671e+00,9.529415411448795004e-01,2.269884254255915279e-01
1.037023865828565317e+00,1.095386727204559429e+00,-7.033599073130393231e-01,9.579488698311109385e-01,2.583425890047575946e-01
-3.346158664342611111e-01,6.377530894294513031e-01,3.433253341708908946e-01,8.617782996454941280e-01,2.816361867504508232e-01
7.951787217212563652e-01,1.118004084121951403e+00,1.153241676066607324e+00,2.992206392813180904e-01,8.113572571753070450e-01
1.152088680144017330e+00,6.296510471429166422e-01,1.173425996728054699e+00,1.165415577773473155e+00,1.329419824304621578e+00
1.077369945754110825e+00,9.207759066947333038e-01,8.446987634634243181e-01,1.242231270624970074e+00,6.794841456712152894e-02
1.449752289470568334e+00,1.354179377012961760e+00,6.811219640559380561e-01,9.381383754695424293e-02,6.763343667745888022e-01
6.615343280360554967e-01,9.187382253970175494e-01,8.133256583977986898e-01,1.201070869001742647e+00,1.047113804361153644e+00
8.246844826854790034e-01,9.096448874705538590e-02,3.833082710903104040e+00,-1.366614781193025152e+00,5.268245774878913545e-01
8.533463145121059634e-01,7.614292044261929959e-01,7.699541101945012178e-01,7.024141270296764272e-01,1.150425422463964953e+00
6.605285071172245503e-01,1.238611174109968571e+00,8.294209558112840552e-01,1.086567084598218935e+00,2.129240061706587639e-01
1.942881697517657991e-01,1.393893469777189864e+00,8.163639447605458566e-01,6.128194393608082935e-01,1.131383179311865828e+00
9.939704146118886197e-01,7.201708264877221266e-01,1.012804747776361536e+00,1.056671903199153384e+00,1.571245061704590995e+00
1.062244196632854187e+00,6.459997107561975538e-01,9.356564568142541338e-01,8.240725185558528398e-01,8.778410750072580537e-01
4.575233142154778165e-01,1.415924328801823506e+00,4.886594084912954106e-01,1.005575591565741611e+00,5.429469998945858356e-01
6.755764919862738971e-01,9.754438588816591871e-01,5.525632882190368855e-01,7.744405564908963813e-01,1.161911097097024559e+00
1.264602700664456458e+00,4.020078089673147503e-01,3.934200830292937101e-01,1.960948369609620823e+00,7.056626734894515529e-01
7.274293859746352453e-01,1.084825607630134359e+00,5.419794169494794867e-01,2.446485801987084707e-01,1.226514591823438804e+00
1.238646684945194920e-01,2.852499215460458371e-01,5.450434826511117992e-01,9.214077088192335063e-01,2.074306799081987229e+00
8.222918257528778474e-01,1.118569143686381606e+00,6.346413005117335082e-01,8.078072310064435824e-01,8.370604256716154268e-01
1.193744784143506710e+00,9.583582566355431931e-01,9.014955852206743003e-01,8.149384322825300453e-01,2.554667473407604139e-01
1.062951474387356932e+00,7.070807257755388209e-01,3.266476831985689055e-01,9.378493014707621755e-01,1.168743045758273258e+00
6.916577312258529453e-01,3.774273877433811375e-01,7.038764670334869411e-01,6.993123027789213131e-01,7.976384373477657386e-01
7.437069462630300221e-01,5.613438702945671155e-01,1.351101029865424241e+00,9.305159356508504453e-01,6.053395414868506519e-01
1.037872581369178704e+00,4.995176979125725003e-01,1.168965499579474931e+00,8.330619502660655540e-01,-2.704771561069221810e-03
-1.723256884120954180e-01,1.996563915389508725e-01,1.127863727233620050e+00,1.404089777225621338e+00,4.996652129514269070e-01
8.734411354589762810e-01,7.791564570546456459e-01,5.305353564447767845e-01,7.334531512048584334e-01,1.534526533200551990e+00
1.128836576298787753e+00,1.807798762060396636e-01,1.165136927770511033e+00,7.237110813643877760e-01,7.261019377308308709e-01
6.887564201418369114e-01,5.824421448071139817e-01,1.030368381568176783e+00,9.037451508214210394e-01,8.473208017281746995e-01
1.034574699257595487e+00,6.518476532221756381e-01,1.174159431135797904e+00,1.179388270753092494e+00,1.338290842873802067e+00
9.077253604137025533e-01,9.702685330529914332e-01,6.544297513428595225e-01,4.953695134023877733e-01,2.981695772786228660e-01
1.586213808259447910e+00,3.192735340491901358e-02,1.160713941406232852e+00,-1.291476974097200414e-01,1.265079410251224168e+00
-1.780262533366753774e-01,5.747050988654156534e-01,1.210661389450224723e+00,8.950955541449180375e-01,1.502095141485323637e+00
1.163132503298747178e+00,1.000173657375706515e+00,9.277365236358202649e-01,1.078733274638961070e+00,6.754453611818528325e-01
6.219113385218788537e-02,6.558775337909177328e-01,9.332479246169804732e-01,8.110572924039638476e-01,1.032503728157695644e+00
1.337925632031998324e+00,8.135223308366407169e-01,5.501636086405006232e-01,6.665008650114465638e-01,1.321470223123536014e+00
9.982872055211963191e-01,6.219915332416743325e-01,1.062359219607639238e+00,9.400851777063060632e-01,9.151280773219113707e-01
1.262972831154763664e+00,7.564663679660130757e-01,5.888864459828271336e-01,6.199848028460920313e-01,8.314762491806650946e-01
6.027176471692318183e-01,1.005531430748876742e+00,1.271040293601253035e+00,1.478726429169008316e-01,4.650756153793569325e-01
1.451515382303663726e+00,1.370237627441338368e+00,2.801771639064767894e-01,-2.061384292460099188e-01,7.815547956028100485e-01
1.382405993252626475e+00,9.303064294848355509e-01,3.807104164616230690e-01,2.053807700680777880e-04,6.000252681847999536e-01
6.900463329807823287e-01,7.215501005080171559e-01,7.757058105000502746e-01,1.261723272539223339e+00,6.555972259500899568e-01
3.003715076407513784e-01,9.292448777718876896e-01,9.494771592410765626e-01,7.014695881164594304e-01,1.085958445627816182e+00
1.327433329305540144e-01,1.271107738443518098e+00,1.692870615585104099e+00,-5.644156909387100240e-01,2.367875435080590008e-01
-6.951096064221524984e-02,8.660940650760335924e-01,9.799867746783600397e-01,1.358097818142047331e+00,7.308373600019455463e-01
1.037917866985844206e+00,1.316688951666546314e+00,8.543343556435467612e-01,3.192428461073938406e-01,9.344361567708450167e-01
1.038710537611928553e+00,1.318290445810421874e+00,8.540845061013233597e-01,3.175007209775058126e-01,9.350807319579923504e-01
3.657746089027251180e-01,7.374157051280058051e-01,1.434335473552083240e+00,7.641328210061063553e-01,8.167697118947574442e-01
5.764831893301126664e-01,1.523073867426239847e+00,7.898298734283966116e-01,5.304654425695423114e-01,6.209532135138838838e-01
6.538201518430446502e-01,9.642812644591743920e-01,4.410690233238332425e-01,7.836895402287494816e-01,7.345924205477731839e-01
3.597543261889173394e-01,1.393106688586687625e+00,6.144833487286790463e-01,1.282063030590668617e+00,-4.012130381159722536e-01
-5.268831293552521666e-01,1.545523511886745860e+00,1.407115053045403741e+00,2.625929665185590678e-01,3.488689613693433250e-02
7.391563419893792952e-01,1.354418915291128345e+00,9.982619297106887224e-01,5.973479211404787437e-01,1.322466765440218461e+00
2.366498935355556554e-01,1.675095174249570551e+00,6.737489436628613104e-01,2.264260623520781418e-02,6.846256250148916589e-01
1.152061784928865906e+00,6.296247191522030828e-01,1.173642101908622504e+00,1.165951534981970017e+00,1.328872696414087340e+00
6.707289481506780726e-01,2.117400706858926007e+00,4.253086487494271983e-01,8.306489010878962409e-01,-1.025026043335791170e+00
9.422668875340119987e-01,6.190300300417894697e-01,7.020751880576239223e-01,8.107159961683344518e-01,9.241214634257578497e-01
1.227634238122482735e+00,7.527729170736541242e-01,9.990233238287616890e-01,1.084840918561235990e+00,6.771259937183925492e-01
6.716668545982104055e-01,2.118720203448467121e+00,4.257648486885650674e-01,8.299134184286902638e-01,-1.026358414408335529e+00
1.459391018951712526e+00,7.379731295766626120e-01,9.649521428204890228e-01,6.553518995212918030e-01,8.225398308395653890e-01
8.773769932016478590e-01,4.756331877169555078e-01,6.400745074087280662e-01,1.199283125960643126e+00,3.541221569899523636e-01
3.552474385414208236e-01,5.590354093789845491e-01,9.775246083152654419e-01,1.004860594092303216e+00,1.032791911717109157e+00
1.039856609338243976e+00,3.542840709711716496e-01,1.565594580711006545e+00,1.357034583773014003e+00,-2.982359290612323077e-01
