3.163317184213999322e+00,3.593155610719918958e+00,3.244931725987708404e+00,3.601983405516957948e+00,3.078688952269178269e+00,4.129473592960999362e+00,3.292730474451667888e+00,3.955345735684167252e+00,3.567287307708095767e+00,3.716265369701247767e+00,3.804530669425579159e+00,3.990863870745547715e+00,3.977536594233939127e+00,3.775519059065798100e+00,3.107455265223904917e+00,4.104717745595045209e+00,3.825838674438328368e+00,3.659455165779743169e+00,3.626679863480435362e+00,3.909551424115601304e+00,3.785056582098726530e+00,3.097362824988606267e+00,3.692105088897085441e+00,4.136804028622055540e+00,3.564185725740730781e+00,3.915628753072215140e+00,3.540660701240092134e+00,3.564007520097897341e+00,3.704625148357724385e+00,3.254019148913670278e+00,3.725944546363187282e+00,4.108435840396061245e+00,3.573152936034068361e+00,2.941934839269007451e+00,3.499871441992633780e+00,3.755396023429570018e+00,3.248580114433135879e+00,3.334621658654358001e+00,3.456840508118064648e+00,3.647792736209509279e+00,3.851144331816083621e+00,3.071739161065568435e+00,3.877813349831058076e+00,3.372177852522108665e+00,3.490259111037142592e+00,2.612271941971648470e+00,3.201983049310680673e+00,3.438548779664535981e+00,4.136613013521140303e+00,3.938659466873690285e+00,3.954128377282346563e+00,3.781081811974154050e+00,3.954567602149779759e+00,3.903515228305239670e+00,3.905702429765415484e+00,3.873601303814144803e+00,3.687751091961220862e+00,4.004099102464262927e+00,3.838791938734835707e+00
2.883349212283241148e+00,3.275144981186783433e+00,2.957740495556516525e+00,3.283191475955395955e+00,2.806210964138942998e+00,3.763996380390493890e+00,3.001308837175703736e+00,3.605279631206686375e+00,3.251566140757989221e+00,3.387358966036170038e+00,3.467812384903595557e+00,3.637654249617406244e+00,3.625506497750033752e+00,3.441368434137170418e+00,2.832431327437387569e+00,3.741431538218411124e+00,3.487234534467173130e+00,3.335576723792440745e+00,3.305702184957494350e+00,3.563538324692370640e+00,3.450061842961730019e+00,2.823232114109150093e+00,3.365336980073819095e+00,3.770678039123446013e+00,3.248739062914811626e+00,3.569077782369041607e+00,3.227296110181093081e+00,3.248576629282657446e+00,3.376748957274120944e+00,2.966023640182674725e+00,3.396181491498689642e+00,3.744820564702761700e+00,3.256912634273605889e+00,2.681560212717848390e+00,3.190116886071766800e+00,3.423026378765671840e+00,2.961065985015089552e+00,3.039492460865166557e+00,3.150894385745141690e+00,3.324946472332849012e+00,3.510300525961981055e+00,2.799876261096054808e+00,3.534609214470860294e+00,3.073724760599549022e+00,3.181355290166357097e+00,2.381073982634811514e+00,2.918592972290971144e+00,3.134221558533575092e+00,3.770503929728565407e+00,3.590070173150841981e+00,3.604170014565499791e+00,3.446438858088482160e+00,3.604570366032576523e+00,3.558036359691248762e+00,3.560029983864876790e+00,3.530769953701951902e+00,3.361368331688523892e+00,3.649718103075094255e+00,3.499041375903186424e+00
2.944023249780882701e+00,3.344063539005654562e+00,3.019979941604600704e+00,3.352279355382359327e+00,2.865261788971094070e+00,3.843201790734791068e+00,3.064465087605945826e+00,3.681145180409482354e+00,3.319988531327248804e+00,3.458638831842123285e+00,3.540785224190659441e+00,3.714201054771807176e+00,3.701797678941450176e+00,3.513784815935993233e+00,2.892033904828401170e+00,3.820162118779952376e+00,3.560616072161590484e+00,3.405766940902973161e+00,3.375263755048174108e+00,3.638525515635313567e+00,3.522661159318308144e+00,2.882641113347351958e+00,3.436153439367526374e+00,3.850024050963664290e+00,3.317101963559530020e+00,3.644181539581987206e+00,3.295207788853570463e+00,3.316936111852226698e+00,3.447805557695938106e+00,3.028437387638824418e+00,3.467647008851273416e+00,3.823622460219535224e+00,3.325447530586764344e+00,2.737988023891572809e+00,3.257246205941455752e+00,3.495056790474346364e+00,3.023375409014941617e+00,3.103452205581033407e+00,3.217198350349006475e+00,3.394912998094126166e+00,3.584167439075689909e+00,2.858793785387180986e+00,3.608987652956461289e+00,3.138404852274731649e+00,3.248300240624169444e+00,2.431178691246448142e+00,2.980008640808247122e+00,3.200174678453376664e+00,3.849846277801693084e+00,3.665615671204624171e+00,3.680012214213060240e+00,3.518961936326168605e+00,3.680420990237184053e+00,3.632907773318920341e+00,3.634943349132450763e+00,3.605067602995988718e+00,3.432101279099619262e+00,3.726518766726391707e+00,3.572671363815484114e+00
2.286265821270412335e+00,2.596928598968855528e+00,2.345252172151391701e+00,2.603308827174353635e+00,2.225101346466705987e+00,2.984548746025073918e+00,2.379798390108287531e+00,2.858699030223656123e+00,2.578232460204985976e+00,2.685905333780159499e+00,2.749698474401961690e+00,2.884369518985053116e+00,2.874737321198766349e+00,2.728730531788877922e+00,2.245892002060953629e+00,2.966656626957212772e+00,2.765098689032102097e+00,2.644846148133744190e+00,2.621158022958483880e+00,2.825601505299409233e+00,2.735623711214127507e+00,2.238597760029732875e+00,2.668443656364280159e+00,2.989846768174269087e+00,2.575990813088711029e+00,2.829993853163689899e+00,2.558988262813714609e+00,2.575862016181337921e+00,2.677492443557665691e+00,2.351820044808214050e+00,2.692900892395230450e+00,2.969343854499941315e+00,2.582471802888947288e+00,2.126263248273233319e+00,2.529508105162191267e+00,2.714186745656743227e+00,2.347889019903214969e+00,2.410074956471312646e+00,2.498407792532864935e+00,2.636417207067556223e+00,2.783388179518942795e+00,2.220078432491126463e+00,2.802663029565202635e+00,2.437218438271156362e+00,2.522560858823459373e+00,1.888001647952807671e+00,2.314211310347999540e+00,2.485187571119737093e+00,2.989708713318831368e+00,2.846639143767659252e+00,2.857819192779530226e+00,2.732750973339922229e+00,2.858136639543097157e+00,2.821238886134757262e+00,2.822819671004383135e+00,2.799618802165515064e+00,2.665296834910504398e+00,2.893935192027926373e+00,2.774460572052487972e+00
3.474723178900672504e+00,3.946876129991293336e+00,3.564372089687002365e+00,3.956572958166768128e+00,3.381763901659835980e+00,4.535990788949328056e+00,3.616876283714396401e+00,4.344721287177106817e+00,3.918461277215047556e+00,4.082105165895762333e+00,4.179059554274919819e+00,4.383735929080545546e+00,4.369096677336332668e+00,4.147191957981564592e+00,3.413362052769723931e+00,4.508797905135756068e+00,4.202465180268864842e+00,4.019702402951465636e+00,3.983700606115155196e+00,4.294418852548303356e+00,4.157668382071187274e+00,3.402276083840567900e+00,4.055566477920394597e+00,4.544042853671141025e+00,3.915054366644382888e+00,4.301094451156224352e+00,3.889213471420692070e+00,3.914858617928176354e+00,4.069319047857483440e+00,3.574354104527274867e+00,4.092737188402943538e+00,4.512882019827419100e+00,3.924904334776516013e+00,3.231547322486866936e+00,3.844408800784242075e+00,4.125087953140071484e+00,3.568379635929985305e+00,3.662891355951565231e+00,3.797141778656373923e+00,4.006891890445095861e+00,4.230261998964949477e+00,3.374129953124983761e+00,4.259556391420310284e+00,3.704144689001689805e+00,3.833850204466114686e+00,2.869431466328323577e+00,3.517195422390561266e+00,3.777049360116490728e+00,4.543833034497146706e+00,4.326392374321174294e+00,4.343384088531032639e+00,4.153302324202701179e+00,4.343866551951152566e+00,4.287788436351244847e+00,4.290190952181312412e+00,4.254929699541733612e+00,4.050783861068246949e+00,4.398274074879089390e+00,4.216693600965376376e+00
3.805094618733964928e+00,4.322139160389419033e+00,3.903267212763843474e+00,4.332757948364627687e+00,3.703296913599245510e+00,4.967265952713554533e+00,3.960763426381012753e+00,4.757810835154617557e+00,4.291022666261902430e+00,4.470225569097083351e+00,4.576398234512374152e+00,4.800534930374650067e+00,4.784503800651153327e+00,4.541500715221010509e+00,3.737899369265430760e+00,4.937487610514906144e+00,4.602029232129236647e+00,4.401889645557815811e+00,4.362464852170408136e+00,4.702725720899318951e+00,4.552973221914222712e+00,3.725759363128559709e+00,4.441163622690383228e+00,4.976083595606293208e+00,4.287291831771931960e+00,4.710036025355821110e+00,4.258994023199439205e+00,4.287077471562985131e+00,4.456223766237684458e+00,3.914198302521865624e+00,4.481868468270747030e+00,4.941960036672449874e+00,4.298078320019936172e+00,3.538797968610906342e+00,4.209929392046046992e+00,4.517295094932880062e+00,3.907655790460075274e+00,4.011153542293987684e+00,4.158168292734753635e+00,4.387861128841088032e+00,4.632468930428269793e+00,3.694937140749988469e+00,4.664548589541212209e+00,4.056329180038900084e+00,4.198366900312762162e+00,3.142252682933487584e+00,3.851605059085090765e+00,4.136165517340240072e+00,4.975853827141651031e+00,4.737739236905050610e+00,4.756346497677821361e+00,4.548192045847784470e+00,4.756874832992352253e+00,4.695464894729167504e+00,4.698095838141270519e+00,4.659481998776050737e+00,4.435926281840304242e+00,4.816455341151634428e+00,4.617610469608564472e+00
3.540986014233378221e+00,4.022142903663589841e+00,3.632344526247587524e+00,4.032024649973706687e+00,3.446254007205645120e+00,4.622491956162858351e+00,3.685849973204780472e+00,4.427574952460970437e+00,3.993186180754509262e+00,4.159950752002024466e+00,4.258754056781476116e+00,4.467333602061974496e+00,4.452415180358666014e+00,4.226278746671245479e+00,3.478454733823281408e+00,4.594780505116851543e+00,4.282606027149129524e+00,4.096357970805225790e+00,4.059669621109127213e+00,4.376313252368119855e+00,4.236954955759149044e+00,3.467157355899556759e+00,4.132905972283309914e+00,4.630697573444480852e+00,3.989714300532302804e+00,4.383116154380809704e+00,3.963380620445790203e+00,3.989514818895722126e+00,4.146920803192057470e+00,3.642516897721063351e+00,4.170785526763233442e+00,4.598942503716199504e+00,3.999752107172071636e+00,3.293172803733847687e+00,3.917721526489938100e+00,4.203753219320592649e+00,3.636428496240928343e+00,3.732742551072610215e+00,3.869553124095882257e+00,4.083303162325613300e+00,4.310932930092274518e+00,3.438474479570341025e+00,4.340785965467804708e+00,3.774782583573046413e+00,3.906961578152340575e+00,2.924151412339088374e+00,3.584268201748065596e+00,3.849077543919058098e+00,4.630483753027032634e+00,4.408896507952624333e+00,4.426212253488932546e+00,4.232505637337607318e+00,4.426703917467634142e+00,4.369556394393103282e+00,4.372004726106230699e+00,4.336071042755777150e+00,4.128032151114554793e+00,4.482148989733176769e+00,4.297105783272699320e+00
3.491327499036019244e+00,3.965736681299345090e+00,3.581404806312613154e+00,3.975479846760132219e+00,3.397924006380202311e+00,4.557666484914991933e+00,3.634159897001753681e+00,4.365482982263841016e+00,3.937186045242589305e+00,4.101611922984288228e+00,4.199029617825654981e+00,4.404684059624372594e+00,4.389974852718269815e+00,4.167009738963717069e+00,3.429673152487302534e+00,4.530343657124591417e+00,4.222547089997544134e+00,4.038910962054163001e+00,4.002737126949092783e+00,4.314940172305792743e+00,4.177536225717471297e+00,3.418534208121649431e+00,4.074946417173822333e+00,4.565757027251713396e+00,3.933762854401274378e+00,4.321647670944499531e+00,3.907798475816524952e+00,3.933566170279804375e+00,4.088764705173087322e+00,3.591434521231847476e+00,4.112294751698555295e+00,4.534447288176068014e+00,3.943659891613667590e+00,3.246989601918194079e+00,3.862779701478426198e+00,4.144800107874098138e+00,3.585431503025244826e+00,3.680394856968430606e+00,3.815286809050437267e+00,4.026039233203411172e+00,4.250476738635068585e+00,3.390253578241409382e+00,4.279911117341262283e+00,3.721845323290285279e+00,3.852170649827767690e+00,2.883143338100631503e+00,3.534002700485855186e+00,3.795098376833333287e+00,4.565546205435334848e+00,4.347066482822985911e+00,4.364139393677255896e+00,4.173149304194862630e+00,4.364624162598179424e+00,4.308278071986719304e+00,4.310692068484430983e+00,4.275262316342286262e+00,4.070140946097838608e+00,4.419291677439702859e+00,4.236843502657760219e+00
2.817218299054213837e+00,3.200028055480847566e+00,2.889903384729853641e+00,3.207890000266726993e+00,2.741849251384467223e+00,3.677667427599906613e+00,2.932472466805009059e+00,3.522590918565836393e+00,3.176990006380344234e+00,3.309668362031558342e+00,3.388276545490302105e+00,3.554223010517457482e+00,3.542353872812131765e+00,3.362439098648589475e+00,2.767468238837510697e+00,3.655620120249256644e+00,3.407253239303310366e+00,3.259073768843321783e+00,3.229884416016034709e+00,3.481806967722282042e+00,3.370933120225086288e+00,2.758480013611509740e+00,3.288151460238895485e+00,3.684195839479507573e+00,3.174227768841193509e+00,3.487219375441427793e+00,3.153276619889190613e+00,3.174069060697574329e+00,3.299301698600630939e+00,2.897996551702177292e+00,3.318288538897752105e+00,3.658931417884319082e+00,3.182213875658406188e+00,2.620057421106550155e+00,3.116950118035296313e+00,3.344517726580745975e+00,2.893152602589450062e+00,2.969780331882153845e+00,3.078627203424711301e+00,3.248687326990240098e+00,3.429790201891183887e+00,2.735659837609863310e+00,3.453541359677234635e+00,3.003227498399331452e+00,3.108389473279369319e+00,2.326462978089570477e+00,2.851653727547672990e+00,3.062336775016908597e+00,3.684025723362040150e+00,3.507730296282872473e+00,3.521506751482234687e+00,3.367393230142182059e+00,3.521897920708042307e+00,3.476431192767280187e+00,3.478379092272291917e+00,3.449790154083776095e+00,3.284273834592325692e+00,3.566010174060923354e+00,3.418789285511611542e+00
4.340685626668426167e+00,4.930507440628450588e+00,4.452676630976232452e+00,4.942620889820933172e+00,4.224559254059818691e+00,5.666439887888275351e+00,4.518265798406434719e+00,5.427502644713301905e+00,4.895011104178197847e+00,5.099437943070508794e+00,5.220555079144924449e+00,5.476240425140877832e+00,5.457952813046440532e+00,5.180745514450103784e+00,4.264032223067778737e+00,5.632470056670071834e+00,5.249793800937788468e+00,5.021483308346944341e+00,4.976509227243006706e+00,5.364663954049961880e+00,5.193832848641454447e+00,4.250183434686396033e+00,5.066285344859286610e+00,5.676498669495746441e+00,4.890755131260635657e+00,5.373003229852639784e+00,4.858474228091477443e+00,4.890510598503598594e+00,5.083465298364117757e+00,4.465146340392356805e+00,5.112719653555985566e+00,5.637572004948259163e+00,4.903059885594423406e+00,4.036906047593541658e+00,4.802503441405447937e+00,5.153132800812974423e+00,4.457682928594631555e+00,4.575748640171452664e+00,4.743456641703041932e+00,5.005480189639730071e+00,5.284518078288531484e+00,4.215022790585210899e+00,5.321113151255810969e+00,4.627283033158549053e+00,4.789313456213480258e+00,3.584544518030368110e+00,4.393742704126679222e+00,4.718356837237849710e+00,5.676236559674081583e+00,5.404605842726510012e+00,5.425832192523538211e+00,5.188378691962149070e+00,5.426434894357694105e+00,5.356381120913738414e+00,5.359382386164087464e+00,5.315333405963205138e+00,5.060310815333010304e+00,5.494401733900476259e+00,5.267568195624124705e+00
